customer_id,signup_date,age,gender,region,state,income_band,churn_label,last_purchase,frequency,monetary,avg_basket,recency_days,days_since_signup,rfm_segment
10066,2021-12-23,19,Female,East,West Bengal,3L-6L,0,2025-07-02,25,430690.62,17227.6248,30,1317,Champion
10067,2023-09-19,20,Male,East,Odisha,3L-6L,0,2025-07-01,21,559035.26,26620.726666666666,31,682,Loyal
10068,2022-02-10,35,Other,South,Tamil Nadu,<3L,0,2025-06-15,23,377186.62,16399.418260869566,47,1268,Loyal
10069,2021-03-25,62,Female,Central,Madhya Pradesh,3L-6L,0,2025-06-19,17,318189.83,18717.048823529414,43,1590,Loyal
10070,2022-05-30,20,Female,West,Rajasthan,6L-10L,0,2025-07-29,27,705359.05,26124.40925925926,3,1159,Champion
10071,2023-05-22,35,Other,North,Delhi,3L-6L,0,2025-07-25,22,492576.98,22389.862727272728,7,802,Champion
10072,2021-07-27,23,Male,Central,Chhattisgarh,6L-10L,0,2025-07-08,21,434977.79,20713.228095238093,24,1466,Champion
10073,2022-05-22,61,Male,North,Haryana,3L-6L,0,2025-07-12,20,562458.47,28122.923499999997,20,1167,Champion
10074,2021-05-23,49,Female,East,Odisha,3L-6L,0,2025-06-15,18,280904.43,15605.801666666666,47,1531,Loyal
10075,2023-01-22,53,Male,North,Haryana,10L-15L,0,2025-07-20,19,423286.02,22278.21157894737,12,922,Champion
10076,2022-06-05,51,Male,West,Maharashtra,10L-15L,0,2025-05-24,23,551245.22,23967.183478260868,69,1153,Loyal
10077,2021-12-28,48,Male,East,West Bengal,3L-6L,0,2025-07-17,16,332004.66000000003,20750.291250000002,15,1312,Champion
10078,2021-09-06,54,Male,East,West Bengal,6L-10L,0,2025-07-25,15,325717.34,21714.489333333335,7,1425,Champion
10079,2022-09-11,18,Female,West,Gujarat,3L-6L,1,2024-11-29,17,423838.47,24931.674705882353,245,1055,Churned
10080,2023-01-04,58,Female,West,Gujarat,<3L,0,2025-05-26,23,465977.26,20259.88086956522,67,940,Loyal
10081,2023-10-27,52,Male,South,Telangana,6L-10L,0,2025-02-20,13,344454.67,26496.513076923075,162,644,At Risk
10082,2022-04-24,52,Male,Central,Madhya Pradesh,3L-6L,0,2025-05-04,16,359464.06,22466.50375,89,1195,Loyal
10083,2021-06-25,36,Male,East,West Bengal,3L-6L,1,2025-01-16,17,331446.38,19496.84588235294,197,1498,Churned
10084,2023-07-01,55,Female,North,Haryana,6L-10L,0,2025-04-17,23,379254.78,16489.338260869565,106,762,Promising
10085,2022-11-21,35,Female,North,Haryana,3L-6L,0,2025-06-11,20,363250.17,18162.5085,51,984,Loyal
10086,2023-02-06,20,Female,South,Telangana,<3L,0,2025-06-13,13,266466.49,20497.422307692308,49,907,Loyal
10087,2021-04-17,60,Male,West,Gujarat,3L-6L,0,2025-06-24,19,438752.97000000003,23092.26157894737,38,1567,Loyal
10088,2021-12-09,29,Male,East,Odisha,15L+,1,2025-01-21,16,357865.07,22366.566875,192,1331,Churned
10089,2023-04-21,22,Male,South,Karnataka,6L-10L,0,2025-06-23,21,387667.5,18460.35714285714,39,833,Loyal
10090,2023-07-01,47,Female,East,Bihar,3L-6L,0,2025-07-29,17,539997.8,31764.57647058824,3,762,Champion
10091,2022-04-22,28,Male,Central,Madhya Pradesh,<3L,0,2025-05-07,26,517981.51,19922.365769230768,86,1197,Loyal
10092,2023-06-01,58,Female,East,Bihar,6L-10L,0,2025-06-24,15,313083.99,20872.266,38,792,Loyal
10093,2023-07-11,38,Female,North,Delhi,<3L,0,2025-07-24,28,714971.36,25534.691428571427,8,752,Champion
10094,2022-03-01,18,Male,North,Punjab,6L-10L,1,2024-05-24,9,180690.19,20076.687777777777,434,1249,Churned
10095,2023-09-11,62,Male,East,West Bengal,10L-15L,0,2025-07-17,25,503407.9,20136.316000000003,15,690,Champion
10096,2021-11-12,42,Male,East,Odisha,3L-6L,0,2025-05-19,16,293943.69,18371.480625,74,1358,Loyal
10097,2021-09-20,30,Male,Central,Chhattisgarh,3L-6L,1,2024-10-23,15,313707.83,20913.855333333333,282,1411,Churned
10098,2023-01-18,49,Male,East,Bihar,<3L,0,2025-05-03,20,427078.94,21353.947,90,926,Loyal
10099,2022-11-29,42,Female,West,Rajasthan,<3L,0,2025-06-09,18,424786.05,23599.225,53,976,Loyal
10100,2021-06-03,19,Male,East,West Bengal,3L-6L,0,2025-07-28,20,387893.71,19394.6855,4,1520,Champion
10101,2023-07-01,53,Male,South,Tamil Nadu,10L-15L,0,2025-06-05,22,457789.65,20808.620454545457,57,762,Loyal
10102,2021-08-07,36,Female,West,Rajasthan,3L-6L,0,2025-04-28,19,430460.06,22655.79263157895,95,1455,Promising
10103,2023-06-01,50,Female,West,Gujarat,6L-10L,0,2025-07-23,19,400557.06,21081.950526315788,9,792,Champion
10104,2021-01-09,60,Male,West,Maharashtra,6L-10L,0,2025-07-16,15,316556.63,21103.775333333335,16,1665,Champion
10105,2023-05-23,46,Female,North,Haryana,<3L,0,2025-04-26,19,441638.53,23244.13315789474,97,801,Promising
10106,2023-05-12,49,Female,West,Gujarat,3L-6L,0,2025-04-09,13,301012.45,23154.803846153845,114,812,Promising
10107,2023-05-05,29,Female,South,Tamil Nadu,3L-6L,0,2025-06-19,21,608897.77,28995.131904761907,43,819,Loyal
10108,2022-12-30,29,Female,West,Rajasthan,6L-10L,0,2025-07-30,19,498057.6,26213.55789473684,2,945,Champion
10109,2022-06-01,37,Male,West,Gujarat,3L-6L,0,2025-03-22,23,422334.42,18362.36608695652,132,1157,At Risk
10110,2023-02-12,58,Female,West,Gujarat,6L-10L,0,2025-06-11,14,210942.49000000002,15067.320714285715,51,901,Loyal
10111,2021-10-31,42,Male,Central,Chhattisgarh,10L-15L,0,2025-07-25,16,297274.75,18579.671875,7,1370,Champion
10112,2023-05-05,34,Female,East,Odisha,10L-15L,0,2025-06-14,18,385668.89,21426.049444444445,48,819,Loyal
10113,2022-09-01,54,Female,North,Punjab,15L+,0,2025-04-01,17,380893.23,22405.484117647058,122,1065,At Risk
10114,2022-05-18,58,Male,West,Gujarat,10L-15L,0,2025-04-04,18,351970.21,19553.900555555556,119,1171,Promising
10115,2022-07-08,60,Male,West,Maharashtra,10L-15L,0,2025-06-20,29,660349.68,22770.678620689658,42,1120,Loyal
10116,2022-09-15,32,Female,North,Delhi,10L-15L,0,2025-07-16,26,549101.67,21119.295000000002,16,1051,Champion
10117,2021-02-10,51,Female,North,Haryana,6L-10L,0,2025-07-29,17,318232.45,18719.555882352943,3,1633,Champion
10118,2021-06-03,45,Male,South,Tamil Nadu,10L-15L,0,2025-06-15,13,312884.38,24068.029230769233,47,1520,Loyal
10119,2021-09-26,39,Female,Central,Chhattisgarh,15L+,0,2025-07-13,12,210209.34,17517.445,19,1405,Champion
10120,2021-05-06,36,Female,East,West Bengal,6L-10L,0,2025-04-08,11,285013.74,25910.34,115,1548,Promising
10121,2022-04-27,23,Female,Central,Madhya Pradesh,6L-10L,0,2025-03-18,22,494990.48,22499.567272727272,136,1192,At Risk
10122,2023-01-02,30,Male,Central,Chhattisgarh,6L-10L,0,2025-05-11,19,423800.43,22305.285789473684,82,942,Loyal
10123,2022-12-18,43,Male,East,Bihar,10L-15L,0,2025-07-02,23,530901.92,23082.692173913045,30,957,Champion
10124,2022-05-31,59,Female,West,Gujarat,3L-6L,0,2025-02-26,25,531891.66,21275.666400000002,156,1158,At Risk
10125,2023-07-26,58,Male,South,Tamil Nadu,10L-15L,0,2025-04-07,25,465049.2,18601.968,116,737,Promising
10126,2022-09-11,26,Female,North,Delhi,10L-15L,1,2024-12-22,16,339219.43,21201.214375,222,1055,Churned
10127,2021-03-28,49,Male,South,Tamil Nadu,15L+,0,2025-05-26,25,511994.68,20479.7872,67,1587,Loyal
10128,2023-04-18,21,Female,East,Bihar,3L-6L,1,2025-01-21,22,520063.62,23639.255454545455,192,836,Churned
10129,2022-09-22,49,Male,North,Delhi,6L-10L,0,2025-07-03,18,424017.01,23556.500555555554,29,1044,Champion
10130,2022-11-27,34,Male,South,Karnataka,10L-15L,0,2025-07-26,30,571833.55,19061.118333333336,6,978,Champion
10131,2022-09-12,39,Female,North,Delhi,15L+,0,2025-03-19,22,500192.71,22736.032272727272,135,1054,At Risk
10132,2022-08-30,51,Female,West,Gujarat,10L-15L,0,2025-02-06,23,349320.52,15187.848695652176,176,1067,At Risk
10133,2021-04-10,37,Female,Central,Chhattisgarh,6L-10L,0,2025-07-18,23,688473.05,29933.61086956522,14,1574,Champion
10134,2022-09-05,55,Other,Central,Madhya Pradesh,6L-10L,0,2025-06-29,24,483643.04,20151.79333333333,33,1061,Loyal
10135,2023-05-21,43,Other,South,Kerala,3L-6L,0,2025-03-31,19,292206.91000000003,15379.311052631581,123,803,At Risk
10136,2021-11-29,64,Female,East,West Bengal,15L+,0,2025-05-27,24,392465.27,16352.719583333334,66,1341,Loyal
10137,2022-10-23,47,Male,Central,Madhya Pradesh,3L-6L,0,2025-04-18,20,352079.69,17603.9845,105,1013,Promising
10138,2021-02-03,31,Female,East,Bihar,6L-10L,0,2025-04-19,18,304872.19,16937.34388888889,104,1640,Promising
10139,2022-01-16,54,Female,South,Tamil Nadu,10L-15L,0,2025-07-20,21,598209.9299999999,28486.18714285714,12,1293,Champion
10140,2022-04-24,37,Male,South,Karnataka,3L-6L,0,2025-05-17,18,382757.31,21264.295,76,1195,Loyal
10141,2023-12-13,43,Male,West,Maharashtra,3L-6L,0,2025-06-20,20,384044.72000000003,19202.236,42,597,Loyal
10142,2021-08-23,24,Female,East,West Bengal,3L-6L,0,2025-06-05,22,571276.36,25967.107272727273,57,1439,Loyal
10143,2021-10-30,23,Female,Central,Chhattisgarh,10L-15L,0,2025-06-18,20,582996.59,29149.8295,44,1371,Loyal
10144,2022-03-24,45,Female,Central,Chhattisgarh,6L-10L,0,2025-07-26,24,575536.75,23980.697916666668,6,1226,Champion
10145,2023-12-23,26,Other,North,Delhi,<3L,0,2025-07-07,17,324822.73,19107.219411764705,25,587,Champion
10146,2023-07-24,64,Female,West,Rajasthan,6L-10L,0,2025-07-16,14,300977.55,21498.39642857143,16,739,Champion
10147,2021-02-07,58,Male,South,Kerala,3L-6L,0,2025-03-14,10,238514.23,23851.423000000003,140,1636,At Risk
10148,2021-09-14,50,Male,East,Bihar,10L-15L,0,2025-06-18,14,274383.8,19598.842857142856,44,1417,Loyal
10149,2023-06-19,52,Male,South,Tamil Nadu,3L-6L,0,2025-06-21,26,666142.51,25620.865769230768,41,774,Loyal
10150,2021-03-05,45,Male,South,Telangana,3L-6L,0,2025-03-19,20,384232.07,19211.6035,135,1610,At Risk
10151,2023-07-26,20,Female,South,Tamil Nadu,<3L,0,2025-07-20,17,400310.25,23547.66176470588,12,737,Champion
10152,2021-11-05,36,Female,North,Haryana,6L-10L,0,2025-04-27,27,588643.55,21801.612962962965,96,1365,Promising
10153,2023-10-02,41,Male,West,Gujarat,6L-10L,0,2025-04-15,26,676516.35,26019.859615384616,108,669,Promising
10154,2021-11-18,61,Male,North,Punjab,10L-15L,0,2025-07-16,20,436363.24,21818.162,16,1352,Champion
10155,2022-04-21,28,Female,South,Tamil Nadu,6L-10L,0,2025-03-13,24,459807.04,19158.626666666667,141,1198,At Risk
10156,2022-12-26,41,Male,North,Punjab,3L-6L,0,2025-07-24,20,421673.95999999996,21083.697999999997,8,949,Champion
10157,2021-05-19,34,Female,North,Delhi,3L-6L,0,2025-05-02,21,410183.7,19532.557142857142,91,1535,Promising
10158,2022-09-02,24,Male,South,Kerala,3L-6L,1,2024-10-31,14,340164.26,24297.447142857145,274,1064,Churned
10159,2022-07-07,22,Female,Central,Chhattisgarh,10L-15L,0,2025-07-16,20,609689.8099999999,30484.490499999996,16,1121,Champion
10160,2023-05-09,35,Male,Central,Madhya Pradesh,3L-6L,0,2025-07-04,15,302633.65,20175.576666666668,28,815,Champion
10161,2023-12-27,21,Female,South,Tamil Nadu,15L+,0,2025-07-03,19,335267.32,17645.648421052632,29,583,Champion
10162,2022-12-29,21,Male,East,West Bengal,3L-6L,0,2025-05-11,22,319444.48,14520.203636363636,82,946,Loyal
10163,2022-03-25,34,Female,Central,Madhya Pradesh,<3L,0,2025-07-19,16,305765.9,19110.36875,13,1225,Champion
10164,2022-03-21,27,Male,South,Tamil Nadu,3L-6L,0,2025-07-28,24,489794.76,20408.115,4,1229,Champion
10165,2022-04-03,44,Male,Central,Madhya Pradesh,<3L,0,2025-06-04,19,357054.38,18792.335789473684,58,1216,Loyal
10166,2023-06-11,18,Female,North,Punjab,10L-15L,0,2025-04-27,19,574673.89,30245.994210526318,96,782,Promising
10167,2021-12-18,32,Male,South,Karnataka,6L-10L,0,2025-07-29,22,406148.0,18461.272727272728,3,1322,Champion
10168,2021-07-02,39,Male,South,Telangana,3L-6L,0,2025-07-17,19,358120.75,18848.46052631579,15,1491,Champion
10169,2022-01-02,63,Male,North,Haryana,6L-10L,0,2025-07-17,24,547771.14,22823.7975,15,1307,Champion
10170,2021-01-25,47,Male,Central,Chhattisgarh,6L-10L,0,2025-06-09,29,611386.17,21082.28172413793,53,1649,Loyal
10171,2021-04-27,59,Male,Central,Chhattisgarh,15L+,0,2025-07-18,18,371647.5,20647.083333333332,14,1557,Champion
10172,2021-04-09,34,Female,South,Karnataka,15L+,0,2025-07-22,19,349665.72000000003,18403.45894736842,10,1575,Champion
10173,2023-04-25,39,Male,Central,Chhattisgarh,6L-10L,0,2025-07-22,26,410109.64,15773.447692307693,10,829,Champion
10174,2023-03-02,37,Female,West,Maharashtra,10L-15L,0,2025-03-20,14,280618.14,20044.152857142857,134,883,At Risk
10175,2023-02-02,59,Other,Central,Madhya Pradesh,10L-15L,0,2025-07-25,28,646055.18,23073.399285714288,7,911,Champion
10176,2022-05-21,63,Male,Central,Madhya Pradesh,6L-10L,0,2025-05-30,30,574069.52,19135.65066666667,63,1168,Loyal
10177,2023-02-25,63,Female,East,Bihar,6L-10L,0,2025-05-06,25,667684.92,26707.396800000002,87,888,Loyal
10178,2021-06-26,53,Female,North,Punjab,<3L,0,2025-05-26,18,356293.63,19794.090555555555,67,1497,Loyal
10179,2023-09-14,41,Female,Central,Chhattisgarh,10L-15L,0,2025-07-22,11,201140.86,18285.532727272726,10,687,Champion
10180,2022-07-03,43,Male,West,Rajasthan,15L+,0,2025-06-09,21,544948.15,25949.911904761906,53,1125,Loyal
10181,2023-10-25,64,Male,Central,Madhya Pradesh,<3L,0,2025-07-08,12,298704.01,24892.000833333335,24,646,Champion
10182,2021-06-16,31,Male,Central,Chhattisgarh,10L-15L,0,2025-05-23,12,188397.44,15699.786666666667,70,1507,Loyal
10183,2022-06-29,34,Female,North,Delhi,15L+,1,2024-12-31,20,438220.26,21911.013,213,1129,Churned
10184,2023-02-02,60,Other,East,Bihar,3L-6L,0,2025-07-05,32,766605.52,23956.4225,27,911,Champion
10185,2022-06-27,36,Female,North,Delhi,6L-10L,0,2025-07-23,23,537406.91,23365.517826086958,9,1131,Champion
10186,2022-05-04,29,Male,North,Haryana,10L-15L,0,2025-05-01,20,467228.06999999995,23361.403499999997,92,1185,Promising
10187,2021-07-02,44,Female,Central,Madhya Pradesh,15L+,0,2025-07-19,17,432188.72,25422.86588235294,13,1491,Champion
10188,2022-02-22,33,Male,Central,Chhattisgarh,<3L,0,2025-06-16,16,244734.07,15295.879375,46,1256,Loyal
10189,2021-09-19,59,Female,Central,Madhya Pradesh,3L-6L,0,2025-07-06,27,631144.73,23375.73074074074,26,1412,Champion
10190,2021-11-27,60,Male,Central,Madhya Pradesh,6L-10L,0,2025-06-22,20,351431.85000000003,17571.592500000002,40,1343,Loyal
10191,2023-01-19,32,Female,West,Rajasthan,3L-6L,0,2025-07-10,19,340576.39,17925.073157894738,22,925,Champion
10192,2022-11-22,42,Female,East,West Bengal,3L-6L,0,2025-06-13,15,291248.86,19416.590666666667,49,983,Loyal
10193,2022-10-27,64,Male,Central,Madhya Pradesh,<3L,0,2025-07-18,30,659983.88,21999.462666666666,14,1009,Champion
10194,2022-02-01,52,Male,East,West Bengal,3L-6L,0,2025-07-05,10,267554.23,26755.423,27,1277,Champion
10195,2023-11-17,28,Female,West,Maharashtra,6L-10L,0,2025-07-05,20,428055.76,21402.788,27,623,Champion
10196,2021-04-06,45,Male,South,Karnataka,6L-10L,0,2025-07-29,21,273696.67,13033.174761904762,3,1578,Champion
10197,2022-01-11,47,Female,West,Gujarat,6L-10L,0,2025-05-19,19,379163.99,19955.99947368421,74,1298,Loyal
10198,2021-05-10,48,Female,Central,Madhya Pradesh,10L-15L,0,2025-07-03,21,556289.65,26489.983333333334,29,1544,Champion
10199,2022-01-07,19,Female,West,Maharashtra,3L-6L,0,2025-07-25,20,450747.89,22537.394500000002,7,1302,Champion
10200,2023-11-20,32,Male,East,West Bengal,3L-6L,1,2024-12-09,20,549394.74,27469.737,235,620,Churned
10201,2022-02-06,58,Male,North,Haryana,<3L,0,2025-07-23,15,407034.33999999997,27135.622666666666,9,1272,Champion
10202,2023-09-22,29,Male,North,Haryana,3L-6L,0,2025-07-12,15,309784.42,20652.294666666665,20,679,Champion
10203,2022-06-27,32,Other,West,Maharashtra,3L-6L,0,2025-06-28,20,462674.3,23133.715,34,1131,Loyal
10204,2023-02-06,33,Male,West,Maharashtra,3L-6L,0,2025-06-14,26,718793.06,27645.886923076927,48,907,Loyal
10205,2022-05-16,26,Male,West,Maharashtra,<3L,0,2025-05-05,25,569282.16,22771.2864,88,1173,Loyal
10206,2021-10-19,25,Male,Central,Chhattisgarh,3L-6L,0,2025-03-28,12,231477.66,19289.805,126,1382,At Risk
10207,2023-04-17,34,Other,East,Bihar,6L-10L,0,2025-07-12,23,521346.0,22667.217391304348,20,837,Champion
10208,2023-11-28,59,Male,Central,Chhattisgarh,6L-10L,0,2025-04-22,27,559535.59,20723.54037037037,101,612,Promising
10209,2021-10-16,18,Female,West,Maharashtra,15L+,0,2025-03-11,13,448069.45,34466.88076923077,143,1385,At Risk
10210,2023-05-03,31,Female,South,Kerala,10L-15L,0,2025-05-12,25,548595.38,21943.8152,81,821,Loyal
10211,2021-10-13,20,Female,Central,Madhya Pradesh,6L-10L,1,2025-01-08,20,373275.33999999997,18663.767,205,1388,Churned
10212,2023-02-24,44,Other,North,Haryana,<3L,1,2024-12-29,24,512237.77,21343.240416666667,215,889,Churned
10213,2023-05-14,29,Female,East,Odisha,6L-10L,0,2025-05-22,16,456294.51,28518.406875,71,810,Loyal
10214,2022-05-08,55,Female,Central,Madhya Pradesh,<3L,0,2025-06-28,20,378411.33,18920.5665,34,1181,Loyal
10215,2023-03-18,45,Male,West,Rajasthan,3L-6L,0,2025-06-03,12,271647.02,22637.251666666667,59,867,Loyal
10216,2021-10-26,54,Female,Central,Chhattisgarh,3L-6L,0,2025-03-08,24,794881.15,33120.04791666667,146,1375,At Risk
10217,2021-03-28,47,Female,North,Punjab,3L-6L,0,2025-07-15,19,301477.06,15867.213684210526,17,1587,Champion
10218,2021-04-16,38,Female,East,West Bengal,3L-6L,0,2025-05-05,24,462636.09,19276.50375,88,1568,Loyal
10219,2022-05-05,58,Female,West,Maharashtra,6L-10L,0,2025-02-08,15,245120.88,16341.392,174,1184,At Risk
10220,2023-09-16,40,Other,West,Rajasthan,10L-15L,0,2025-07-27,27,698991.46,25888.57259259259,5,685,Champion
10221,2021-05-20,62,Female,Central,Madhya Pradesh,10L-15L,0,2025-07-12,12,392687.64,32723.97,20,1534,Champion
10222,2022-05-15,64,Female,East,West Bengal,6L-10L,0,2025-06-04,24,517024.95,21542.70625,58,1174,Loyal
