customer_id,signup_date,age,gender,region,state,income_band,churn_label,last_purchase,frequency,monetary,avg_basket,recency_days,days_since_signup,rfm_segment,churn_probability,revenue_at_risk,priority_score,recommended_action
10056,2021-02-17,21,Female,West,Rajasthan,<3L,0,2025-07-28,23,537309.76,23361.29391304348,4,1626,Champion,6.757989900290483e-19,3.6311339314075037e-13,8.714721435378009e-12,Cross-sell
10057,2022-08-22,28,Female,Central,Madhya Pradesh,3L-6L,0,2025-04-18,21,467792.37,22275.827142857142,105,1075,Promising,3.507173139729258e-08,0.01640628835034291,0.360938343707544,Cross-sell
10058,2021-06-18,44,Female,West,Gujarat,3L-6L,0,2025-06-23,15,469300.03,31286.66866666667,39,1505,Loyal,5.785926989494765e-16,2.715335709747703e-10,4.3445371355963246e-09,Cross-sell
10059,2023-03-25,43,Female,South,Kerala,10L-15L,0,2025-05-26,22,435629.08,19801.32181818182,67,860,Loyal,2.1962459565064762e-13,9.567486054866363e-08,2.2005217926192635e-06,Cross-sell
10060,2023-01-18,55,Other,West,Gujarat,<3L,0,2025-07-26,20,639985.85,31999.2925,6,926,Champion,5.246244210615028e-20,3.357522060438038e-14,7.050796326919879e-13,Cross-sell
10061,2023-10-08,30,Male,North,Punjab,3L-6L,0,2025-05-08,19,351650.63,18507.927894736844,85,663,Loyal,8.645687940686027e-11,3.040261611125644e-05,0.0006080523222251287,Cross-sell
10062,2023-03-27,61,Male,Central,Chhattisgarh,10L-15L,0,2025-07-24,18,435046.53,24169.251666666667,8,858,Champion,1.3772933948090572e-20,5.991867122036004e-15,1.1384547531868408e-13,Cross-sell
10063,2022-02-06,38,Male,Central,Madhya Pradesh,10L-15L,0,2025-07-25,28,687061.59,24537.913928571423,7,1272,Champion,2.494034125991826e-20,1.713555052118204e-14,4.969309651142792e-13,Cross-sell
10064,2023-11-26,56,Female,West,Maharashtra,6L-10L,0,2025-07-06,17,360327.49,21195.73470588235,26,614,Champion,1.3971031820487693e-18,5.034146828586461e-13,9.06146429145563e-12,Cross-sell
10065,2022-03-26,29,Female,Central,Madhya Pradesh,3L-6L,0,2025-02-27,17,439666.92,25862.76,155,1224,At Risk,0.04052019295593312,17815.38843474081,320676.99182533455,Cross-sell
10066,2021-12-23,19,Female,East,West Bengal,3L-6L,0,2025-07-02,25,430690.62,17227.6248,30,1317,Champion,3.872656342982025e-17,1.6679167614058608e-11,4.336583579655238e-10,Cross-sell
10067,2023-09-19,20,Male,East,Odisha,3L-6L,0,2025-07-01,21,559035.26,26620.726666666666,31,682,Loyal,2.289308803633736e-16,1.2798043422596745e-10,2.815569552971284e-09,Cross-sell
10068,2022-02-10,35,Other,South,Tamil Nadu,<3L,0,2025-06-15,23,377186.62,16399.418260869566,47,1268,Loyal,4.1912523218629865e-15,1.580884296850652e-09,3.794122312441565e-08,Cross-sell
10069,2021-03-25,62,Female,Central,Madhya Pradesh,3L-6L,0,2025-06-19,17,318189.83,18717.04882352941,43,1590,Loyal,1.0699026920891987e-14,3.404321557124045e-09,6.127778802823281e-08,Cross-sell
10070,2022-05-30,20,Female,West,Rajasthan,6L-10L,0,2025-07-29,27,705359.05,26124.40925925926,3,1159,Champion,6.178740922193352e-20,4.3582308270744266e-14,1.2203046315808395e-12,Cross-sell
10071,2023-05-22,35,Other,North,Delhi,3L-6L,0,2025-07-25,22,492576.98,22389.862727272728,7,802,Champion,1.7967271726991006e-19,8.850264446120613e-14,2.035560822607741e-12,Cross-sell
10072,2021-07-27,23,Male,Central,Chhattisgarh,6L-10L,0,2025-07-08,21,434977.79,20713.228095238093,24,1466,Champion,2.2240352534308396e-17,9.674059394194365e-12,2.1282930667227603e-10,Cross-sell
10073,2022-05-22,61,Male,North,Haryana,3L-6L,0,2025-07-12,20,562458.47,28122.9235,20,1167,Champion,6.7876196188277085e-19,3.8177541457478157e-13,8.017283706070413e-12,Cross-sell
10074,2021-05-23,49,Female,East,Odisha,3L-6L,0,2025-06-15,18,280904.43,15605.801666666666,47,1531,Loyal,8.026215648473166e-14,2.254599531791435e-08,4.283739110403726e-07,Cross-sell
10075,2023-01-22,53,Male,North,Haryana,10L-15L,0,2025-07-20,19,423286.02,22278.21157894737,12,922,Champion,7.422553937084048e-20,3.141863314263637e-14,6.283726628527274e-13,Cross-sell
10076,2022-06-05,51,Male,West,Maharashtra,10L-15L,0,2025-05-24,23,551245.22,23967.183478260868,69,1153,Loyal,5.3135005836112163e-14,2.9290417981828934e-08,7.029700315638944e-07,Cross-sell
10077,2021-12-28,48,Male,East,West Bengal,3L-6L,0,2025-07-17,16,332004.66000000003,20750.29125,15,1312,Champion,2.0486666348162576e-17,6.8016686954551584e-12,1.156283678227377e-10,Cross-sell
10078,2021-09-06,54,Male,East,West Bengal,6L-10L,0,2025-07-25,15,325717.34,21714.48933333333,7,1425,Champion,6.5400975181034815e-19,2.130223166937268e-13,3.408357067099629e-12,Cross-sell
10079,2022-09-11,18,Female,West,Gujarat,3L-6L,1,2024-11-29,17,423838.47,24931.674705882357,245,1055,Churned,0.9999999976385627,423838.468999132,7629092.441984376,Discount Campaign
10080,2023-01-04,58,Female,West,Gujarat,<3L,0,2025-05-26,23,465977.26,20259.88086956522,67,940,Loyal,9.43209693008021e-15,4.395142683533188e-09,1.0548342440479651e-07,Cross-sell
10081,2023-10-27,52,Male,South,Telangana,6L-10L,0,2025-02-20,13,344454.67,26496.513076923075,162,644,At Risk,0.0021276806736338066,732.8895443019105,10260.453620226748,Cross-sell
10082,2022-04-24,52,Male,Central,Madhya Pradesh,3L-6L,0,2025-05-04,16,359464.06,22466.50375,89,1195,Loyal,3.894469196771395e-10,0.00013999217090163843,0.0023798669053278535,Cross-sell
10083,2021-06-25,36,Male,East,West Bengal,3L-6L,1,2025-01-16,17,331446.38,19496.84588235294,197,1498,Churned,0.9998454829784555,331395.16589256073,5965112.986066094,Discount Campaign
10084,2023-07-01,55,Female,North,Haryana,6L-10L,0,2025-04-17,23,379254.78,16489.338260869565,106,762,Promising,2.037095238756624e-11,7.72578106613691e-06,0.00018541874558728583,Cross-sell
10085,2022-11-21,35,Female,North,Haryana,3L-6L,0,2025-06-11,20,363250.17,18162.5085,51,984,Loyal,1.7597235484967717e-14,6.392198781444555e-09,1.3423617441033567e-07,Cross-sell
10086,2023-02-06,20,Female,South,Telangana,<3L,0,2025-06-13,13,266466.49,20497.422307692308,49,907,Loyal,5.882623230480571e-12,1.5675219642186189e-06,2.1945307499060663e-05,Cross-sell
10087,2021-04-17,60,Male,West,Gujarat,3L-6L,0,2025-06-24,19,438752.97,23092.26157894737,38,1567,Loyal,2.2736077286697476e-16,9.975521435688059e-11,1.995104287137612e-09,Cross-sell
10088,2021-12-09,29,Male,East,Odisha,15L+,1,2025-01-21,16,357865.07,22366.566875,192,1331,Churned,0.9987525784312351,357418.66139297443,6076117.243680566,Discount Campaign
10089,2023-04-21,22,Male,South,Karnataka,6L-10L,0,2025-06-23,21,387667.5,18460.35714285714,39,833,Loyal,3.6082751541753697e-16,1.3988110083312802e-10,3.077384218328816e-09,Cross-sell
10090,2023-07-01,47,Female,East,Bihar,3L-6L,0,2025-07-29,17,539997.8,31764.57647058824,3,762,Champion,1.5612779252939082e-20,8.430866448472748e-15,1.5175559607250948e-13,Cross-sell
10091,2022-04-22,28,Male,Central,Madhya Pradesh,<3L,0,2025-05-07,26,517981.51,19922.365769230768,86,1197,Loyal,4.9818147921679285e-12,2.58048794858748e-06,6.967317461186197e-05,Cross-sell
10092,2023-06-01,58,Female,East,Bihar,6L-10L,0,2025-06-24,15,313083.99,20872.266,38,792,Loyal,2.6365878196238025e-16,8.254734345532203e-11,1.3207574952851525e-09,Cross-sell
10093,2023-07-11,38,Female,North,Delhi,<3L,0,2025-07-24,28,714971.36,25534.691428571427,8,752,Champion,2.9046595309075983e-20,2.0767483751499675e-14,6.022570287934906e-13,Cross-sell
10094,2022-03-01,18,Male,North,Punjab,6L-10L,1,2024-05-24,9,180690.19,20076.687777777777,434,1249,Churned,1.0,180690.19,1806901.9,Discount Campaign
10095,2023-09-11,62,Male,East,West Bengal,10L-15L,0,2025-07-17,25,503407.9,20136.316000000003,15,690,Champion,2.2099337498500014e-21,1.1124981081511145e-15,2.8924950811928975e-14,Cross-sell
10096,2021-11-12,42,Male,East,Odisha,3L-6L,0,2025-05-19,16,293943.69,18371.480625,74,1358,Loyal,1.5225904553943843e-10,4.4755585681740574e-05,0.0007608449565895898,Cross-sell
10097,2021-09-20,30,Male,Central,Chhattisgarh,3L-6L,1,2024-10-23,15,313707.83,20913.855333333333,282,1411,Churned,0.9999999999999438,313707.8299999824,5019325.279999718,Discount Campaign
10098,2023-01-18,49,Male,East,Bihar,<3L,0,2025-05-03,20,427078.94,21353.947,90,926,Loyal,4.2074554101430666e-11,1.7969155966611662e-05,0.00037735227529884493,Cross-sell
10099,2022-11-29,42,Female,West,Rajasthan,<3L,0,2025-06-09,18,424786.05,23599.225,53,976,Loyal,1.8576243137766747e-14,7.890928946331542e-09,1.499276499802993e-07,Cross-sell
10100,2021-06-03,19,Male,East,West Bengal,3L-6L,0,2025-07-28,20,387893.71,19394.6855,4,1520,Champion,3.9753210325894846e-18,1.5420020237721661e-12,3.238204249921549e-11,Cross-sell
10101,2023-07-01,53,Male,South,Tamil Nadu,10L-15L,0,2025-06-05,22,457789.65,20808.620454545457,57,762,Loyal,2.4054552249574117e-15,1.1011925055239247e-09,2.5327427627050268e-08,Cross-sell
10102,2021-08-07,36,Female,West,Rajasthan,3L-6L,0,2025-04-28,19,430460.06,22655.79263157895,95,1455,Promising,5.111983265833698e-09,0.0022005046233297696,0.04401009246659539,Cross-sell
10103,2023-06-01,50,Female,West,Gujarat,6L-10L,0,2025-07-23,19,400557.06,21081.950526315788,9,792,Champion,2.4297343640136503e-20,9.732472534302775e-15,1.946494506860555e-13,Cross-sell
10104,2021-01-09,60,Male,West,Maharashtra,6L-10L,0,2025-07-16,15,316556.63,21103.77533333333,16,1665,Champion,2.3555066473024605e-18,7.456512462126655e-13,1.1930419939402648e-11,Cross-sell
10105,2023-05-23,46,Female,North,Haryana,<3L,0,2025-04-26,19,441638.53,23244.13315789474,97,801,Promising,4.773977873616226e-10,0.00021083725703563959,0.004216745140712791,Cross-sell
10106,2023-05-12,49,Female,West,Gujarat,3L-6L,0,2025-04-09,13,301012.45,23154.803846153845,114,812,Promising,3.120190087016923e-07,0.09392160625586773,1.3149024875821482,Cross-sell
10107,2023-05-05,29,Female,South,Tamil Nadu,3L-6L,0,2025-06-19,21,608897.77,28995.131904761907,43,819,Loyal,1.3481305649421211e-14,8.208736946620978e-09,1.8059221282566152e-07,Cross-sell
10108,2022-12-30,29,Female,West,Rajasthan,6L-10L,0,2025-07-30,19,498057.6,26213.55789473684,2,945,Champion,3.580364585231313e-20,1.783227792445303e-14,3.566455584890606e-13,Cross-sell
10109,2022-06-01,37,Male,West,Gujarat,3L-6L,0,2025-03-22,23,422334.42,18362.36608695652,132,1157,At Risk,7.717688423180197e-07,0.3259445463944523,7.822669113466855,Cross-sell
10110,2023-02-12,58,Female,West,Gujarat,6L-10L,0,2025-06-11,14,210942.49,15067.320714285715,51,901,Loyal,1.248027372021367e-13,2.6326200144234346e-08,3.948930021635152e-07,Cross-sell
10111,2021-10-31,42,Male,Central,Chhattisgarh,10L-15L,0,2025-07-25,16,297274.75,18579.671875,7,1370,Champion,2.6469675714554833e-18,7.86876623062536e-13,1.3376902592063112e-11,Cross-sell
10112,2023-05-05,34,Female,East,Odisha,10L-15L,0,2025-06-14,18,385668.89,21426.049444444445,48,819,Loyal,1.7412290273541832e-14,6.715378662154675e-09,1.2759219458093883e-07,Cross-sell
10113,2022-09-01,54,Female,North,Punjab,15L+,0,2025-04-01,17,380893.23,22405.484117647055,122,1065,At Risk,6.403347072841379e-07,0.2438991549385598,4.390184788894076,Cross-sell
10114,2022-05-18,58,Male,West,Gujarat,10L-15L,0,2025-04-04,18,351970.21,19553.90055555556,119,1171,Promising,8.47840809360307e-08,0.029841470771711724,0.5669879446625228,Cross-sell
10115,2022-07-08,60,Male,West,Maharashtra,10L-15L,0,2025-06-20,29,660349.68,22770.678620689658,42,1120,Loyal,1.322565160911374e-18,8.733554807869744e-13,2.620066442360923e-11,Cross-sell
10116,2022-09-15,32,Female,North,Delhi,10L-15L,0,2025-07-16,26,549101.67,21119.295,16,1051,Champion,1.1437590791403196e-19,6.280400204336117e-14,1.6957080551707516e-12,Cross-sell
10117,2021-02-10,51,Female,North,Haryana,6L-10L,0,2025-07-29,17,318232.45,18719.555882352943,3,1633,Champion,2.9385717185840924e-19,9.351488775057263e-14,1.6832679795103073e-12,Cross-sell
10118,2021-06-03,45,Male,South,Tamil Nadu,10L-15L,0,2025-06-15,13,312884.38,24068.029230769236,47,1520,Loyal,1.1489012661999857e-13,3.594732603561975e-08,5.032625644986765e-07,Cross-sell
10119,2021-09-26,39,Female,Central,Chhattisgarh,15L+,0,2025-07-13,12,210209.34,17517.445,19,1405,Champion,5.940121734457623e-15,1.2486690693199922e-09,1.6232697901159898e-08,Cross-sell
10120,2021-05-06,36,Female,East,West Bengal,6L-10L,0,2025-04-08,11,285013.74,25910.34,115,1548,Promising,2.9278487372153245e-06,0.8344771187480168,10.0137254249762,Cross-sell
10121,2022-04-27,23,Female,Central,Madhya Pradesh,6L-10L,0,2025-03-18,22,494990.48,22499.567272727272,136,1192,At Risk,3.268329495824887e-05,16.177919859365186,372.0921567653993,Cross-sell
10122,2023-01-02,30,Male,Central,Chhattisgarh,6L-10L,0,2025-05-11,19,423800.43,22305.285789473684,82,942,Loyal,1.632837549229352e-11,6.919972554835455e-06,0.0001383994510967091,Cross-sell
10123,2022-12-18,43,Male,East,Bihar,10L-15L,0,2025-07-02,23,530901.92,23082.692173913045,30,957,Champion,5.9924126515563475e-18,3.1813833821435563e-12,7.635320117144535e-11,Cross-sell
10124,2022-05-31,59,Female,West,Gujarat,3L-6L,0,2025-02-26,25,531891.66,21275.6664,156,1158,At Risk,5.245515201754081e-05,27.900457882162133,725.4119049362155,Cross-sell
10125,2023-07-26,58,Male,South,Tamil Nadu,10L-15L,0,2025-04-07,25,465049.2,18601.968,116,737,Promising,2.6892389552746445e-10,0.00012506284247593093,0.0032516339043742043,Cross-sell
10126,2022-09-11,26,Female,North,Delhi,10L-15L,1,2024-12-22,16,339219.43,21201.214375,222,1055,Churned,0.9999993646172554,339219.2144658275,5766726.645919068,Discount Campaign
10127,2021-03-28,49,Male,South,Tamil Nadu,15L+,0,2025-05-26,25,511994.68,20479.7872,67,1587,Loyal,7.487645976262937e-14,3.83363490557003e-08,9.967450754482078e-07,Cross-sell
10128,2023-04-18,21,Female,East,Bihar,3L-6L,1,2025-01-21,22,520063.62,23639.25545454545,192,836,Churned,0.9905769819986362,515163.05114688555,11848750.176378367,High Value - Personal Offer
10129,2022-09-22,49,Male,North,Delhi,6L-10L,0,2025-07-03,18,424017.01,23556.500555555554,29,1044,Champion,7.284356015971755e-18,3.088690857667856e-12,5.868512629568927e-11,Cross-sell
10130,2022-11-27,34,Male,South,Karnataka,10L-15L,0,2025-07-26,30,571833.55,19061.118333333336,6,978,Champion,1.7155084941668095e-22,9.80985312274561e-17,3.0410544680511392e-15,Cross-sell
10131,2022-09-12,39,Female,North,Delhi,15L+,0,2025-03-19,22,500192.71,22736.032272727272,135,1054,At Risk,7.383191741085474e-06,3.693018685423162,84.93942976473272,Cross-sell
10132,2022-08-30,51,Female,West,Gujarat,10L-15L,0,2025-02-06,23,349320.52,15187.848695652176,176,1067,At Risk,0.004400316927370212,1537.120997233765,36890.90393361036,Cross-sell
10133,2021-04-10,37,Female,Central,Chhattisgarh,6L-10L,0,2025-07-18,23,688473.05,29933.61086956522,14,1574,Champion,4.421620626507366e-18,3.0441666386744374e-12,7.30599993281865e-11,Cross-sell
10134,2022-09-05,55,Other,Central,Madhya Pradesh,6L-10L,0,2025-06-29,24,483643.04,20151.79333333333,33,1061,Loyal,1.9822674517616436e-18,9.587098564630545e-13,2.3967746411576364e-11,Cross-sell
10135,2023-05-21,43,Other,South,Kerala,3L-6L,0,2025-03-31,19,292206.91000000003,15379.31105263158,123,803,At Risk,7.635318477916452e-06,2.23109281929787,44.6218563859574,Cross-sell
10136,2021-11-29,64,Female,East,West Bengal,15L+,0,2025-05-27,24,392465.27,16352.719583333334,66,1341,Loyal,4.198672719303655e-15,1.647833222423143e-09,4.119583056057857e-08,Cross-sell
