transaction_id,customer_id,product_id,purchase_date,quantity,unit_price,discount_pct,revenue,payment_method,signup_date,age,gender,region,state,income_band,churn_label,category,subcategory,brand,base_price,cost
503509,10639,2007,2022-01-03,1,7471.95,0.0,7471.95,UPI,2023-05-19,28,Female,East,Bihar,6L-10L,0,Home,Kitchen,Brand_HO6,7471.95,4721.11
523088,11091,2151,2022-01-03,3,3517.89,0.0,10553.67,Card,2022-07-05,36,Other,West,Gujarat,6L-10L,0,Home,Decor,Brand_HO3,3517.89,2768.23
523914,10854,2029,2022-01-04,1,16556.4,0.1,16556.4,UPI,2021-09-19,62,Female,East,West Bengal,6L-10L,0,Fashion,Kids,Brand_FA0,18396.0,14133.4
523828,10366,2119,2022-01-04,1,6711.73,0.05,6711.73,NetBanking,2022-07-23,39,Male,North,Punjab,<3L,0,Fashion,Women,Brand_FA6,7064.98,4460.01
511778,10874,2001,2022-01-04,3,3259.1,0.0,9777.3,UPI,2021-05-17,34,Female,West,Maharashtra,<3L,0,Fashion,Women,Brand_FA0,3259.1,2238.31
502730,10754,2098,2022-01-04,4,11037.71,0.0,44150.84,UPI,2023-10-23,39,Other,West,Maharashtra,<3L,0,Electronics,Accessories,Brand_EL6,11037.71,5644.24
500841,10416,2004,2022-01-04,4,4454.61,0.1,17818.44,UPI,2023-01-13,26,Male,South,Tamil Nadu,6L-10L,0,Home,Kitchen,Brand_HO3,4949.57,3297.85
501672,10916,2010,2022-01-04,1,11839.41,0.05,11839.41,NetBanking,2022-05-18,27,Female,East,Bihar,3L-6L,0,Beauty,Fragrance,Brand_BE2,12462.54,9882.47
505235,10220,2152,2022-01-04,4,10439.51,0.15,41758.04,UPI,2023-09-16,40,Other,West,Rajasthan,10L-15L,0,Fashion,Men,Brand_FA4,12281.78,9365.75
520306,11116,2074,2022-01-04,1,9489.08,0.1,9489.08,Card,2022-06-21,18,Male,North,Haryana,3L-6L,0,Electronics,Accessories,Brand_EL3,10543.42,7406.52
517488,10456,2071,2022-01-04,1,235.96,0.05,235.96,Card,2022-08-31,28,Male,South,Tamil Nadu,10L-15L,0,Beauty,Skincare,Brand_BE0,248.38,169.53
510499,10832,2099,2022-01-04,3,11487.92,0.05,34463.76,UPI,2021-09-21,26,Female,East,West Bengal,10L-15L,0,Beauty,Haircare,Brand_BE0,12092.55,7108.65
518144,10902,2049,2022-01-04,3,13364.08,0.05,40092.24,UPI,2021-02-16,49,Male,South,Kerala,6L-10L,0,Sports,Fitness,Brand_SP6,14067.45,7557.67
514691,10877,2023,2022-01-04,3,6283.73,0.0,18851.19,NetBanking,2022-08-15,39,Other,East,Odisha,6L-10L,0,Home,Decor,Brand_HO1,6283.73,3743.16
510503,11131,2019,2022-01-04,3,16256.44,0.0,48769.32,NetBanking,2022-03-22,21,Female,Central,Madhya Pradesh,3L-6L,0,Grocery,Fresh,Brand_GR4,16256.44,9237.19
517376,10836,2074,2022-01-04,4,8434.74,0.2,33738.96,UPI,2023-05-01,57,Female,East,Bihar,6L-10L,0,Electronics,Accessories,Brand_EL3,10543.42,7406.52
511880,10923,2050,2022-01-04,2,7710.67,0.05,15421.34,UPI,2022-05-04,45,Male,West,Gujarat,10L-15L,0,Grocery,Beverages,Brand_GR0,8116.5,4866.2
503145,10693,2027,2022-01-05,4,11428.92,0.1,45715.68,UPI,2023-10-17,59,Female,North,Haryana,<3L,0,Grocery,Fresh,Brand_GR5,12698.8,9762.47
504910,10988,2101,2022-01-05,4,3109.96,0.1,12439.84,UPI,2021-12-13,30,Female,West,Gujarat,10L-15L,0,Electronics,Accessories,Brand_EL2,3455.51,1833.88
514096,10173,2136,2022-01-05,1,9483.22,0.15,9483.22,NetBanking,2023-04-25,39,Male,Central,Chhattisgarh,6L-10L,0,Home,Decor,Brand_HO2,11156.73,8509.74
511929,11098,2015,2022-01-05,3,11100.86,0.05,33302.58,NetBanking,2023-04-08,41,Male,Central,Madhya Pradesh,6L-10L,0,Beauty,Skincare,Brand_BE0,11685.12,8908.17
513513,10567,2028,2022-01-05,1,3292.87,0.15,3292.87,UPI,2021-09-07,41,Other,North,Delhi,<3L,0,Sports,Fitness,Brand_SP6,3873.96,2498.71
515540,10088,2105,2022-01-05,1,15679.3,0.15,15679.3,NetBanking,2021-12-09,29,Male,East,Odisha,15L+,1,Electronics,Accessories,Brand_EL6,18446.23,11882.21
504898,10721,2004,2022-01-05,3,4949.57,0.0,14848.71,UPI,2021-06-02,36,Female,East,Bihar,10L-15L,0,Home,Kitchen,Brand_HO3,4949.57,3297.85
523760,10701,2148,2022-01-05,4,5832.83,0.0,23331.32,UPI,2022-07-24,43,Female,Central,Chhattisgarh,6L-10L,0,Fashion,Kids,Brand_FA0,5832.83,4438.53
500828,11027,2090,2022-01-05,3,19606.87,0.0,58820.61,Card,2021-03-27,59,Female,North,Delhi,10L-15L,0,Grocery,Fresh,Brand_GR5,19606.87,10233.89
500684,10375,2031,2022-01-05,2,189.5,0.2,379.0,Card,2023-08-29,24,Male,South,Tamil Nadu,<3L,0,Electronics,Mobiles,Brand_EL2,236.87,165.22
518604,10388,2080,2022-01-05,4,12990.98,0.15,51963.92,UPI,2023-06-30,21,Female,North,Haryana,6L-10L,0,Electronics,Laptops,Brand_EL2,15283.51,10130.86
508564,10169,2132,2022-01-05,3,15201.4,0.0,45604.2,Card,2022-01-02,63,Male,North,Haryana,6L-10L,0,Electronics,Audio,Brand_EL5,15201.4,7884.08
523945,10008,2049,2022-01-05,3,12660.71,0.1,37982.13,UPI,2023-02-03,51,Female,Central,Chhattisgarh,3L-6L,0,Sports,Fitness,Brand_SP6,14067.45,7557.67
510401,10216,2156,2022-01-05,4,17608.43,0.05,70433.72,Card,2021-10-26,54,Female,Central,Chhattisgarh,3L-6L,0,Beauty,Skincare,Brand_BE1,18535.19,13473.98
505309,10310,2066,2022-01-05,2,10389.59,0.15,20779.18,UPI,2021-04-29,50,Female,South,Tamil Nadu,10L-15L,0,Beauty,Haircare,Brand_BE2,12223.05,9287.7
506130,10999,2138,2022-01-05,2,10969.16,0.15,21938.32,UPI,2023-11-20,44,Male,East,Odisha,3L-6L,0,Grocery,Fresh,Brand_GR4,12904.9,8089.72
506192,10692,2047,2022-01-05,1,15503.08,0.0,15503.08,Card,2023-05-21,29,Female,West,Rajasthan,<3L,0,Grocery,Beverages,Brand_GR4,15503.08,9455.51
504272,11003,2109,2022-01-05,3,5597.3,0.0,16791.9,NetBanking,2022-09-04,19,Female,East,Bihar,15L+,0,Sports,Outdoor,Brand_SP3,5597.3,3122.69
515559,10084,2094,2022-01-05,4,2369.01,0.05,9476.04,UPI,2023-07-01,55,Female,North,Haryana,6L-10L,0,Electronics,Mobiles,Brand_EL2,2493.69,1928.36
506061,10992,2138,2022-01-05,1,12904.9,0.0,12904.9,UPI,2022-08-25,37,Female,North,Haryana,6L-10L,0,Grocery,Fresh,Brand_GR4,12904.9,8089.72
500877,10156,2138,2022-01-06,2,12259.66,0.05,24519.32,Card,2022-12-26,41,Male,North,Punjab,3L-6L,0,Grocery,Fresh,Brand_GR4,12904.9,8089.72
523606,10508,2004,2022-01-06,2,4207.13,0.15,8414.26,Card,2021-09-29,60,Male,West,Gujarat,6L-10L,1,Home,Kitchen,Brand_HO3,4949.57,3297.85
509786,11065,2146,2022-01-06,1,7705.88,0.15,7705.88,UPI,2023-04-05,22,Female,Central,Madhya Pradesh,6L-10L,0,Beauty,Skincare,Brand_BE5,9065.74,4668.15
513334,10171,2033,2022-01-06,2,11284.02,0.2,22568.04,UPI,2021-04-27,59,Male,Central,Chhattisgarh,15L+,0,Home,Furniture,Brand_HO4,14105.02,9057.97
521633,10008,2061,2022-01-06,1,15637.89,0.15,15637.89,COD,2023-02-03,51,Female,Central,Chhattisgarh,3L-6L,0,Home,Decor,Brand_HO4,18397.52,12829.83
512431,11016,2033,2022-01-06,3,14105.02,0.0,42315.06,UPI,2023-07-06,36,Male,North,Haryana,3L-6L,0,Home,Furniture,Brand_HO4,14105.02,9057.97
520187,10795,2060,2022-01-06,1,7924.64,0.1,7924.64,UPI,2022-04-18,53,Male,Central,Chhattisgarh,3L-6L,0,Sports,Fitness,Brand_SP3,8805.15,5798.14
507548,10945,2099,2022-01-06,4,11487.92,0.05,45951.68,UPI,2021-05-22,35,Male,North,Haryana,3L-6L,0,Beauty,Haircare,Brand_BE0,12092.55,7108.65
518170,10312,2093,2022-01-06,3,11215.42,0.0,33646.26,Card,2023-01-07,28,Male,West,Maharashtra,6L-10L,0,Fashion,Kids,Brand_FA1,11215.42,8846.81
515331,10687,2153,2022-01-06,2,12828.23,0.15,25656.46,UPI,2022-03-22,48,Male,South,Tamil Nadu,10L-15L,0,Beauty,Haircare,Brand_BE5,15092.04,11282.34
519092,10919,2041,2022-01-06,2,4219.11,0.05,8438.22,UPI,2021-10-06,43,Male,North,Delhi,10L-15L,0,Grocery,Beverages,Brand_GR5,4441.17,3541.21
521730,10864,2009,2022-01-06,2,720.0,0.0,1440.0,UPI,2023-04-26,51,Male,East,Odisha,15L+,0,Grocery,Beverages,Brand_GR1,720.0,558.01
511747,10889,2008,2022-01-06,3,5789.87,0.1,17369.61,UPI,2021-01-18,32,Female,West,Maharashtra,3L-6L,0,Grocery,Fresh,Brand_GR0,6433.19,3629.25
522432,10307,2049,2022-01-06,4,11253.96,0.2,45015.84,UPI,2021-11-27,60,Female,West,Rajasthan,10L-15L,0,Sports,Fitness,Brand_SP6,14067.45,7557.67
512720,11166,2137,2022-01-06,1,13127.74,0.05,13127.74,UPI,2021-04-25,22,Female,North,Punjab,3L-6L,1,Home,Decor,Brand_HO3,13818.67,9405.35
505928,10438,2101,2022-01-06,3,3109.96,0.1,9329.88,COD,2023-10-13,47,Female,Central,Madhya Pradesh,10L-15L,0,Electronics,Accessories,Brand_EL2,3455.51,1833.88
501925,10512,2035,2022-01-06,2,11950.44,0.0,23900.88,Card,2023-03-28,40,Male,Central,Chhattisgarh,10L-15L,0,Beauty,Fragrance,Brand_BE6,11950.44,6200.23
509654,10393,2083,2022-01-06,4,6073.38,0.05,24293.52,UPI,2022-02-07,36,Female,East,West Bengal,<3L,0,Grocery,Fresh,Brand_GR5,6393.03,3523.0
510040,11185,2055,2022-01-06,2,3617.67,0.1,7235.34,NetBanking,2022-04-06,26,Male,North,Delhi,15L+,0,Sports,Outdoor,Brand_SP5,4019.63,2220.11
514727,10726,2134,2022-01-06,3,6248.1,0.15,18744.3,COD,2021-05-09,24,Male,North,Punjab,6L-10L,0,Home,Kitchen,Brand_HO0,7350.71,5448.42
511007,11191,2088,2022-01-06,2,15798.15,0.05,31596.3,UPI,2022-03-31,39,Female,North,Punjab,6L-10L,0,Grocery,Beverages,Brand_GR3,16629.63,12953.91
523935,10206,2063,2022-01-06,4,14955.21,0.15,59820.84,UPI,2021-10-19,25,Male,Central,Chhattisgarh,3L-6L,0,Electronics,Mobiles,Brand_EL6,17594.36,8814.11
503686,11147,2158,2022-01-06,2,13821.62,0.1,27643.24,Card,2022-08-05,33,Female,South,Telangana,3L-6L,1,Grocery,Fresh,Brand_GR3,15357.36,10994.41
511153,10292,2154,2022-01-06,2,15918.25,0.15,31836.5,Card,2021-10-20,41,Female,South,Kerala,6L-10L,1,Home,Decor,Brand_HO6,18727.35,14193.7
503526,10103,2116,2022-01-06,3,3635.3,0.2,10905.9,NetBanking,2023-06-01,50,Female,West,Gujarat,6L-10L,0,Fashion,Kids,Brand_FA3,4544.12,3126.7
512675,10391,2120,2022-01-07,3,12218.31,0.15,36654.93,UPI,2023-03-29,52,Male,West,Rajasthan,15L+,0,Home,Furniture,Brand_HO0,14374.48,9622.97
518004,10217,2005,2022-01-07,1,4071.15,0.15,4071.15,NetBanking,2021-03-28,47,Female,North,Punjab,3L-6L,0,Grocery,Beverages,Brand_GR4,4789.59,3188.74
512741,10694,2118,2022-01-07,1,2921.52,0.05,2921.52,UPI,2023-11-02,51,Male,South,Telangana,6L-10L,0,Electronics,Accessories,Brand_EL5,3075.28,1636.99
506097,10786,2094,2022-01-07,4,2493.69,0.0,9974.76,UPI,2022-10-07,55,Female,West,Rajasthan,10L-15L,0,Electronics,Mobiles,Brand_EL2,2493.69,1928.36
504596,10034,2101,2022-01-07,3,2764.41,0.2,8293.23,UPI,2022-08-31,53,Female,South,Telangana,3L-6L,0,Electronics,Accessories,Brand_EL2,3455.51,1833.88
520660,10678,2006,2022-01-07,3,283.85,0.0,851.55,Card,2021-04-03,60,Male,West,Maharashtra,10L-15L,0,Electronics,Accessories,Brand_EL5,283.85,145.49
520687,10715,2108,2022-01-07,4,6853.31,0.05,27413.24,UPI,2023-10-05,33,Male,East,Bihar,<3L,0,Electronics,Laptops,Brand_EL2,7214.01,3616.63
508922,10613,2069,2022-01-07,2,11880.86,0.0,23761.72,COD,2023-05-09,49,Female,East,Bihar,3L-6L,0,Home,Decor,Brand_HO5,11880.86,9130.15
517257,11197,2016,2022-01-07,4,7468.47,0.1,29873.88,UPI,2023-02-21,62,Male,Central,Madhya Pradesh,3L-6L,0,Fashion,Kids,Brand_FA1,8298.3,5393.99
501204,10269,2052,2022-01-07,3,10682.4,0.0,32047.2,UPI,2022-11-02,54,Female,North,Delhi,6L-10L,1,Grocery,Fresh,Brand_GR2,10682.4,7346.34
509118,11021,2095,2022-01-07,2,15536.98,0.05,31073.96,UPI,2021-03-03,62,Male,West,Gujarat,3L-6L,0,Electronics,Accessories,Brand_EL3,16354.72,10163.2
521560,10509,2026,2022-01-07,3,6386.69,0.05,19160.07,UPI,2021-10-22,29,Female,North,Haryana,10L-15L,0,Fashion,Women,Brand_FA4,6722.83,5045.37
507798,10929,2003,2022-01-07,1,8800.68,0.1,8800.68,UPI,2022-04-04,21,Male,East,Bihar,3L-6L,0,Electronics,Audio,Brand_EL2,9778.53,6155.54
519683,10155,2021,2022-01-07,4,17311.1,0.05,69244.4,Card,2022-04-21,28,Female,South,Tamil Nadu,6L-10L,0,Home,Furniture,Brand_HO6,18222.21,12508.53
520262,11136,2049,2022-01-07,4,14067.45,0.0,56269.8,UPI,2021-03-05,43,Female,South,Karnataka,6L-10L,0,Sports,Fitness,Brand_SP6,14067.45,7557.67
522323,10894,2023,2022-01-07,3,5969.54,0.05,17908.62,UPI,2023-12-10,27,Male,South,Kerala,<3L,0,Home,Decor,Brand_HO1,6283.73,3743.16
514649,10008,2141,2022-01-07,2,11308.8,0.0,22617.6,COD,2023-02-03,51,Female,Central,Chhattisgarh,3L-6L,0,Grocery,Fresh,Brand_GR0,11308.8,7862.33
507333,11133,2129,2022-01-07,4,18753.47,0.0,75013.88,UPI,2023-05-20,30,Female,South,Telangana,3L-6L,0,Sports,Apparel,Brand_SP2,18753.47,9955.87
510854,11177,2090,2022-01-07,4,18626.53,0.05,74506.12,UPI,2021-12-13,58,Female,Central,Chhattisgarh,3L-6L,0,Grocery,Fresh,Brand_GR5,19606.87,10233.89
512203,10596,2011,2022-01-07,3,12570.44,0.0,37711.32,NetBanking,2023-05-29,27,Male,North,Punjab,6L-10L,0,Sports,Fitness,Brand_SP3,12570.44,7415.23
506710,10130,2047,2022-01-07,3,13177.62,0.15,39532.86,Card,2022-11-27,34,Male,South,Karnataka,10L-15L,0,Grocery,Beverages,Brand_GR4,15503.08,9455.51
514747,10426,2077,2022-01-08,1,15236.28,0.15,15236.28,Card,2021-08-07,64,Female,East,Bihar,15L+,0,Beauty,Haircare,Brand_BE6,17925.04,11345.04
523821,10424,2036,2022-01-08,1,4548.53,0.0,4548.53,Card,2022-09-29,18,Male,Central,Chhattisgarh,10L-15L,1,Fashion,Women,Brand_FA0,4548.53,2279.35
505153,10378,2095,2022-01-08,1,15536.98,0.05,15536.98,Card,2023-03-29,55,Female,East,West Bengal,<3L,0,Electronics,Accessories,Brand_EL3,16354.72,10163.2
510384,10688,2046,2022-01-08,1,8405.4,0.05,8405.4,UPI,2022-10-13,37,Male,West,Maharashtra,3L-6L,0,Fashion,Men,Brand_FA3,8847.79,6370.83
512953,10445,2160,2022-01-08,4,10172.35,0.0,40689.4,Card,2022-07-11,24,Male,South,Tamil Nadu,6L-10L,0,Grocery,Beverages,Brand_GR5,10172.35,7318.17
519985,10061,2158,2022-01-08,1,13053.76,0.15,13053.76,UPI,2023-10-08,30,Male,North,Punjab,3L-6L,0,Grocery,Fresh,Brand_GR3,15357.36,10994.41
518702,10255,2030,2022-01-08,3,2151.68,0.0,6455.04,Card,2022-12-25,44,Male,North,Delhi,6L-10L,1,Grocery,Beverages,Brand_GR1,2151.68,1254.52
516840,10074,2119,2022-01-08,3,6711.73,0.05,20135.19,Card,2021-05-23,49,Female,East,Odisha,3L-6L,0,Fashion,Women,Brand_FA6,7064.98,4460.01
501307,10717,2004,2022-01-08,3,4207.13,0.15,12621.39,UPI,2022-07-21,31,Female,East,Odisha,15L+,0,Home,Kitchen,Brand_HO3,4949.57,3297.85
519935,11053,2048,2022-01-08,4,11745.47,0.1,46981.88,Card,2022-07-04,29,Male,South,Kerala,<3L,0,Beauty,Fragrance,Brand_BE5,13050.52,9447.07
516333,10055,2121,2022-01-08,4,3571.8,0.0,14287.2,UPI,2022-06-30,48,Male,North,Haryana,3L-6L,0,Beauty,Haircare,Brand_BE1,3571.8,1934.53
507660,10458,2048,2022-01-08,2,11092.94,0.15,22185.88,UPI,2022-11-26,59,Female,South,Kerala,15L+,0,Beauty,Fragrance,Brand_BE5,13050.52,9447.07
518517,10700,2018,2022-01-08,1,4244.77,0.0,4244.77,NetBanking,2021-04-15,33,Male,North,Punjab,6L-10L,0,Grocery,Fresh,Brand_GR3,4244.77,2173.18
502133,11161,2128,2022-01-08,2,8384.64,0.0,16769.28,UPI,2022-10-01,48,Female,North,Delhi,6L-10L,0,Beauty,Fragrance,Brand_BE1,8384.64,4699.06
508250,10852,2003,2022-01-08,2,8800.68,0.1,17601.36,NetBanking,2023-05-28,32,Male,West,Gujarat,15L+,0,Electronics,Audio,Brand_EL2,9778.53,6155.54
515202,10126,2061,2022-01-08,4,18397.52,0.0,73590.08,UPI,2022-09-11,26,Female,North,Delhi,10L-15L,1,Home,Decor,Brand_HO4,18397.52,12829.83
513963,10734,2066,2022-01-08,4,11000.74,0.1,44002.96,UPI,2023-04-28,62,Female,East,Bihar,6L-10L,0,Beauty,Haircare,Brand_BE2,12223.05,9287.7
519216,10985,2128,2022-01-08,1,6707.71,0.2,6707.71,Card,2022-10-05,47,Female,East,Bihar,6L-10L,1,Beauty,Fragrance,Brand_BE1,8384.64,4699.06
518201,11139,2014,2022-01-08,2,14848.51,0.15,29697.02,Card,2023-03-26,20,Female,Central,Madhya Pradesh,<3L,0,Grocery,Packaged,Brand_GR6,17468.83,11238.15
512155,10577,2155,2022-01-08,2,2422.4,0.0,4844.8,UPI,2023-10-11,33,Female,North,Delhi,6L-10L,0,Fashion,Women,Brand_FA0,2422.4,1488.72
