transaction_id,customer_id,product_id,purchase_date,quantity,unit_price,discount_pct,revenue,payment_method
503252,10981,2132,2022-01-03,1,15201.4,0.0,15201.4,UPI
522015,10364,2159,2022-01-03,4,1053.11,0.1,4212.44,UPI
518535,10621,2099,2022-01-03,4,12092.55,0.0,48370.2,UPI
512848,10604,2048,2022-01-03,4,12397.99,0.05,49591.96,UPI
515724,10009,2059,2022-01-03,3,11454.05,0.05,34362.15,UPI
523450,10610,2143,2022-01-03,4,470.66,0.15,1882.64,Card
503509,10639,2007,2022-01-03,1,7471.95,0.0,7471.95,UPI
523088,11091,2151,2022-01-03,3,3517.89,0.0,10553.67,Card
523914,10854,2029,2022-01-04,1,16556.4,0.1,16556.4,UPI
523828,10366,2119,2022-01-04,1,6711.73,0.05,6711.73,NetBanking
511778,10874,2001,2022-01-04,3,3259.1,0.0,9777.3,UPI
502730,10754,2098,2022-01-04,4,11037.71,0.0,44150.84,UPI
500841,10416,2004,2022-01-04,4,4454.61,0.1,17818.44,UPI
501672,10916,2010,2022-01-04,1,11839.41,0.05,11839.41,NetBanking
505235,10220,2152,2022-01-04,4,10439.51,0.15,41758.04,UPI
520306,11116,2074,2022-01-04,1,9489.08,0.1,9489.08,Card
517488,10456,2071,2022-01-04,1,235.96,0.05,235.96,Card
510499,10832,2099,2022-01-04,3,11487.92,0.05,34463.76,UPI
518144,10902,2049,2022-01-04,3,13364.08,0.05,40092.24,UPI
514691,10877,2023,2022-01-04,3,6283.73,0.0,18851.19,NetBanking
510503,11131,2019,2022-01-04,3,16256.44,0.0,48769.32,NetBanking
517376,10836,2074,2022-01-04,4,8434.74,0.2,33738.96,UPI
511880,10923,2050,2022-01-04,2,7710.67,0.05,15421.34,UPI
503145,10693,2027,2022-01-05,4,11428.92,0.1,45715.68,UPI
504910,10988,2101,2022-01-05,4,3109.96,0.1,12439.84,UPI
514096,10173,2136,2022-01-05,1,9483.22,0.15,9483.22,NetBanking
511929,11098,2015,2022-01-05,3,11100.86,0.05,33302.58,NetBanking
513513,10567,2028,2022-01-05,1,3292.87,0.15,3292.87,UPI
515540,10088,2105,2022-01-05,1,15679.3,0.15,15679.3,NetBanking
504898,10721,2004,2022-01-05,3,4949.57,0.0,14848.71,UPI
523760,10701,2148,2022-01-05,4,5832.83,0.0,23331.32,UPI
500828,11027,2090,2022-01-05,3,19606.87,0.0,58820.61,Card
500684,10375,2031,2022-01-05,2,189.5,0.2,379.0,Card
518604,10388,2080,2022-01-05,4,12990.98,0.15,51963.92,UPI
508564,10169,2132,2022-01-05,3,15201.4,0.0,45604.2,Card
523945,10008,2049,2022-01-05,3,12660.71,0.1,37982.13,UPI
510401,10216,2156,2022-01-05,4,17608.43,0.05,70433.72,Card
505309,10310,2066,2022-01-05,2,10389.59,0.15,20779.18,UPI
506130,10999,2138,2022-01-05,2,10969.16,0.15,21938.32,UPI
506192,10692,2047,2022-01-05,1,15503.08,0.0,15503.08,Card
504272,11003,2109,2022-01-05,3,5597.3,0.0,16791.9,NetBanking
515559,10084,2094,2022-01-05,4,2369.01,0.05,9476.04,UPI
506061,10992,2138,2022-01-05,1,12904.9,0.0,12904.9,UPI
500877,10156,2138,2022-01-06,2,12259.66,0.05,24519.32,Card
523606,10508,2004,2022-01-06,2,4207.13,0.15,8414.26,Card
509786,11065,2146,2022-01-06,1,7705.88,0.15,7705.88,UPI
513334,10171,2033,2022-01-06,2,11284.02,0.2,22568.04,UPI
521633,10008,2061,2022-01-06,1,15637.89,0.15,15637.89,COD
512431,11016,2033,2022-01-06,3,14105.02,0.0,42315.06,UPI
520187,10795,2060,2022-01-06,1,7924.64,0.1,7924.64,UPI
507548,10945,2099,2022-01-06,4,11487.92,0.05,45951.68,UPI
518170,10312,2093,2022-01-06,3,11215.42,0.0,33646.26,Card
515331,10687,2153,2022-01-06,2,12828.23,0.15,25656.46,UPI
519092,10919,2041,2022-01-06,2,4219.11,0.05,8438.22,UPI
521730,10864,2009,2022-01-06,2,720.0,0.0,1440.0,UPI
511747,10889,2008,2022-01-06,3,5789.87,0.1,17369.61,UPI
522432,10307,2049,2022-01-06,4,11253.96,0.2,45015.84,UPI
512720,11166,2137,2022-01-06,1,13127.74,0.05,13127.74,UPI
505928,10438,2101,2022-01-06,3,3109.96,0.1,9329.88,COD
501925,10512,2035,2022-01-06,2,11950.44,0.0,23900.88,Card
509654,10393,2083,2022-01-06,4,6073.38,0.05,24293.52,UPI
510040,11185,2055,2022-01-06,2,3617.67,0.1,7235.34,NetBanking
514727,10726,2134,2022-01-06,3,6248.1,0.15,18744.3,COD
511007,11191,2088,2022-01-06,2,15798.15,0.05,31596.3,UPI
523935,10206,2063,2022-01-06,4,14955.21,0.15,59820.84,UPI
503686,11147,2158,2022-01-06,2,13821.62,0.1,27643.24,Card
511153,10292,2154,2022-01-06,2,15918.25,0.15,31836.5,Card
503526,10103,2116,2022-01-06,3,3635.3,0.2,10905.9,NetBanking
512675,10391,2120,2022-01-07,3,12218.31,0.15,36654.93,UPI
518004,10217,2005,2022-01-07,1,4071.15,0.15,4071.15,NetBanking
512741,10694,2118,2022-01-07,1,2921.52,0.05,2921.52,UPI
506097,10786,2094,2022-01-07,4,2493.69,0.0,9974.76,UPI
504596,10034,2101,2022-01-07,3,2764.41,0.2,8293.23,UPI
520660,10678,2006,2022-01-07,3,283.85,0.0,851.55,Card
520687,10715,2108,2022-01-07,4,6853.31,0.05,27413.24,UPI
508922,10613,2069,2022-01-07,2,11880.86,0.0,23761.72,COD
517257,11197,2016,2022-01-07,4,7468.47,0.1,29873.88,UPI
501204,10269,2052,2022-01-07,3,10682.4,0.0,32047.2,UPI
509118,11021,2095,2022-01-07,2,15536.98,0.05,31073.96,UPI
521560,10509,2026,2022-01-07,3,6386.69,0.05,19160.07,UPI
507798,10929,2003,2022-01-07,1,8800.68,0.1,8800.68,UPI
519683,10155,2021,2022-01-07,4,17311.1,0.05,69244.4,Card
520262,11136,2049,2022-01-07,4,14067.45,0.0,56269.8,UPI
522323,10894,2023,2022-01-07,3,5969.54,0.05,17908.62,UPI
514649,10008,2141,2022-01-07,2,11308.8,0.0,22617.6,COD
507333,11133,2129,2022-01-07,4,18753.47,0.0,75013.88,UPI
510854,11177,2090,2022-01-07,4,18626.53,0.05,74506.12,UPI
512203,10596,2011,2022-01-07,3,12570.44,0.0,37711.32,NetBanking
506710,10130,2047,2022-01-07,3,13177.62,0.15,39532.86,Card
514747,10426,2077,2022-01-08,1,15236.28,0.15,15236.28,Card
523821,10424,2036,2022-01-08,1,4548.53,0.0,4548.53,Card
505153,10378,2095,2022-01-08,1,15536.98,0.05,15536.98,Card
510384,10688,2046,2022-01-08,1,8405.4,0.05,8405.4,UPI
512953,10445,2160,2022-01-08,4,10172.35,0.0,40689.4,Card
519985,10061,2158,2022-01-08,1,13053.76,0.15,13053.76,UPI
518702,10255,2030,2022-01-08,3,2151.68,0.0,6455.04,Card
516840,10074,2119,2022-01-08,3,6711.73,0.05,20135.19,Card
501307,10717,2004,2022-01-08,3,4207.13,0.15,12621.39,UPI
519935,11053,2048,2022-01-08,4,11745.47,0.1,46981.88,Card
516333,10055,2121,2022-01-08,4,3571.8,0.0,14287.2,UPI
507660,10458,2048,2022-01-08,2,11092.94,0.15,22185.88,UPI
518517,10700,2018,2022-01-08,1,4244.77,0.0,4244.77,NetBanking
502133,11161,2128,2022-01-08,2,8384.64,0.0,16769.28,UPI
508250,10852,2003,2022-01-08,2,8800.68,0.1,17601.36,NetBanking
515202,10126,2061,2022-01-08,4,18397.52,0.0,73590.08,UPI
513963,10734,2066,2022-01-08,4,11000.74,0.1,44002.96,UPI
519216,10985,2128,2022-01-08,1,6707.71,0.2,6707.71,Card
518201,11139,2014,2022-01-08,2,14848.51,0.15,29697.02,Card
512155,10577,2155,2022-01-08,2,2422.4,0.0,4844.8,UPI
501783,10475,2056,2022-01-08,1,5896.14,0.0,5896.14,UPI
523649,11151,2052,2022-01-08,2,10682.4,0.0,21364.8,UPI
519353,11045,2126,2022-01-08,2,8330.7,0.0,16661.4,Card
500441,11019,2135,2022-01-08,4,19896.98,0.0,79587.92,Card
516077,10514,2093,2022-01-08,1,10654.65,0.05,10654.65,UPI
514339,11051,2119,2022-01-08,3,7064.98,0.0,21194.94,UPI
512480,10684,2096,2022-01-08,4,5009.62,0.1,20038.48,Card
520233,10107,2043,2022-01-09,2,12288.43,0.2,24576.86,UPI
518678,10489,2120,2022-01-09,1,14374.48,0.0,14374.48,Card
508277,10767,2016,2022-01-09,1,8298.3,0.0,8298.3,UPI
521657,10704,2097,2022-01-09,2,9927.42,0.1,19854.84,UPI
513060,11012,2154,2022-01-09,4,17790.98,0.05,71163.92,UPI
511589,10744,2119,2022-01-09,1,6005.23,0.15,6005.23,Card
520112,10019,2063,2022-01-09,3,16714.64,0.05,50143.92,UPI
501829,10924,2069,2022-01-09,1,10098.73,0.15,10098.73,Card
507345,10572,2114,2022-01-09,4,9147.69,0.1,36590.76,COD
502070,10831,2007,2022-01-09,4,5977.56,0.2,23910.24,UPI
516859,10647,2124,2022-01-09,1,1126.43,0.0,1126.43,UPI
506901,10133,2098,2022-01-09,1,11037.71,0.0,11037.71,UPI
512981,10882,2130,2022-01-09,1,5880.36,0.0,5880.36,Card
519937,10361,2090,2022-01-09,4,17646.18,0.1,70584.72,Card
520755,10240,2047,2022-01-09,3,13177.62,0.15,39532.86,UPI
511241,11114,2027,2022-01-09,1,11428.92,0.1,11428.92,UPI
520438,10422,2109,2022-01-09,1,5037.57,0.1,5037.57,COD
512815,10446,2011,2022-01-10,1,12570.44,0.0,12570.44,UPI
510346,10949,2001,2022-01-10,3,3096.14,0.05,9288.42,UPI
505081,10850,2017,2022-01-10,4,9355.53,0.0,37422.12,UPI
505254,10743,2100,2022-01-10,3,1083.75,0.1,3251.25,UPI
509702,11056,2146,2022-01-10,4,8612.45,0.05,34449.8,NetBanking
521072,10933,2010,2022-01-10,2,11216.29,0.1,22432.58,Card
516305,11082,2126,2022-01-10,2,8330.7,0.0,16661.4,UPI
504999,10632,2150,2022-01-10,4,13399.97,0.2,53599.88,NetBanking
519778,10131,2101,2022-01-10,1,3455.51,0.0,3455.51,COD
513473,10381,2151,2022-01-10,2,3517.89,0.0,7035.78,UPI
503507,10548,2055,2022-01-10,2,3818.65,0.05,7637.3,Card
507003,10482,2028,2022-01-10,2,3873.96,0.0,7747.92,Card
510680,10934,2097,2022-01-10,1,11030.47,0.0,11030.47,UPI
500692,10730,2114,2022-01-10,2,10164.1,0.0,20328.2,UPI
507988,10746,2051,2022-01-10,1,4297.88,0.1,4297.88,UPI
518737,10432,2015,2022-01-10,4,10516.61,0.1,42066.44,NetBanking
518285,10834,2039,2022-01-10,3,6059.17,0.15,18177.51,Card
518777,11123,2017,2022-01-10,3,9355.53,0.0,28066.59,UPI
518233,10706,2085,2022-01-10,4,4741.56,0.05,18966.24,Card
519013,10569,2114,2022-01-10,2,10164.1,0.0,20328.2,UPI
510229,10810,2002,2022-01-10,4,3265.53,0.0,13062.12,UPI
514570,10421,2106,2022-01-10,3,10307.79,0.0,30923.37,Card
509402,10338,2077,2022-01-10,4,16132.54,0.1,64530.16,UPI
507784,10813,2133,2022-01-10,2,5898.13,0.15,11796.26,NetBanking
506993,10608,2146,2022-01-11,4,8612.45,0.05,34449.8,Card
517731,11029,2096,2022-01-11,4,5287.93,0.05,21151.72,UPI
501293,10601,2037,2022-01-11,2,3450.95,0.0,6901.9,UPI
517730,10683,2003,2022-01-11,4,8800.68,0.1,35202.72,UPI
501400,10800,2017,2022-01-11,2,7484.42,0.2,14968.84,Card
513509,10407,2082,2022-01-11,1,3099.81,0.0,3099.81,UPI
522687,10579,2094,2022-01-11,2,2119.64,0.15,4239.28,UPI
519554,10963,2004,2022-01-11,1,3959.66,0.2,3959.66,Card
519839,10593,2054,2022-01-11,4,13096.76,0.1,52387.04,UPI
503784,10655,2116,2022-01-11,1,3862.5,0.15,3862.5,NetBanking
500348,10210,2010,2022-01-11,3,10593.16,0.15,31779.48,Card
519801,10357,2113,2022-01-11,4,8198.77,0.1,32795.08,UPI
501092,10191,2144,2022-01-11,1,9861.3,0.2,9861.3,Card
517380,10961,2154,2022-01-11,4,18727.35,0.0,74909.4,UPI
520524,10611,2043,2022-01-11,1,12288.43,0.2,12288.43,Card
510597,10067,2047,2022-01-11,3,14727.93,0.05,44183.79,UPI
518223,10811,2056,2022-01-11,3,5601.33,0.05,16803.99,UPI
509663,10526,2062,2022-01-11,1,16814.69,0.0,16814.69,UPI
508852,10153,2039,2022-01-12,4,7128.44,0.0,28513.76,UPI
505936,10088,2086,2022-01-12,1,17980.15,0.1,17980.15,NetBanking
501922,10769,2071,2022-01-12,4,248.38,0.0,993.52,NetBanking
505907,10367,2023,2022-01-12,3,6283.73,0.0,18851.19,Card
509543,10761,2014,2022-01-12,1,14848.51,0.15,14848.51,Card
521830,10577,2141,2022-01-12,2,10743.36,0.05,21486.72,UPI
502953,10435,2051,2022-01-12,4,4059.11,0.15,16236.44,UPI
507032,10712,2057,2022-01-12,1,8144.19,0.2,8144.19,NetBanking
513194,10951,2135,2022-01-12,3,19896.98,0.0,59690.94,UPI
523518,10175,2020,2022-01-12,3,15545.39,0.15,46636.17,UPI
512632,10329,2034,2022-01-12,3,6813.08,0.05,20439.24,UPI
505150,10314,2030,2022-01-12,4,2044.1,0.05,8176.4,UPI
523249,11170,2010,2022-01-12,2,12462.54,0.0,24925.08,UPI
509362,10552,2039,2022-01-12,2,6059.17,0.15,12118.34,UPI
521617,10177,2098,2022-01-12,4,11037.71,0.0,44150.84,Card
515512,10836,2111,2022-01-12,3,5361.33,0.1,16083.99,NetBanking
507301,11048,2066,2022-01-12,1,10389.59,0.15,10389.59,UPI
503697,11013,2102,2022-01-12,1,2976.96,0.1,2976.96,UPI
511000,10582,2108,2022-01-12,1,6492.61,0.1,6492.61,UPI
504906,10402,2051,2022-01-13,2,4536.65,0.05,9073.3,UPI
509567,10545,2078,2022-01-13,4,3300.47,0.15,13201.88,UPI
515199,10873,2079,2022-01-13,3,17701.85,0.0,53105.55,Card
502069,10167,2113,2022-01-13,3,8654.25,0.05,25962.75,UPI
501021,10911,2132,2022-01-13,3,13681.26,0.1,41043.78,UPI
519857,10610,2151,2022-01-13,2,3342.0,0.05,6684.0,COD
506439,10436,2084,2022-01-13,1,7217.3,0.1,7217.3,UPI
521448,10101,2063,2022-01-13,2,14955.21,0.15,29910.42,Card
514924,10205,2018,2022-01-13,2,3820.29,0.1,7640.58,UPI
521443,11097,2103,2022-01-13,2,6110.82,0.0,12221.64,Card
510798,10117,2093,2022-01-13,2,11215.42,0.0,22430.84,UPI
515338,10315,2151,2022-01-13,3,3342.0,0.05,10026.0,Card
502089,10731,2061,2022-01-13,2,14718.02,0.2,29436.04,NetBanking
501338,10443,2039,2022-01-13,1,6059.17,0.15,6059.17,UPI
516040,10790,2080,2022-01-13,2,13755.16,0.1,27510.32,NetBanking
517846,11050,2102,2022-01-13,2,3307.73,0.0,6615.46,Card
520529,11021,2051,2022-01-13,3,4297.88,0.1,12893.64,UPI
523232,10923,2075,2022-01-14,1,11721.35,0.05,11721.35,COD
513635,10788,2129,2022-01-14,1,15940.45,0.15,15940.45,UPI
519050,10728,2049,2022-01-14,2,11253.96,0.2,22507.92,NetBanking
501766,10410,2159,2022-01-14,1,1053.11,0.1,1053.11,UPI
522357,10252,2103,2022-01-14,1,6110.82,0.0,6110.82,UPI
510556,10088,2152,2022-01-14,2,11667.69,0.05,23335.38,UPI
500195,10884,2017,2022-01-14,1,9355.53,0.0,9355.53,Card
501336,10801,2086,2022-01-14,3,19977.94,0.0,59933.82,Card
522994,10811,2074,2022-01-14,3,10543.42,0.0,31630.26,COD
502081,11182,2008,2022-01-14,1,6433.19,0.0,6433.19,UPI
515007,10611,2128,2022-01-14,4,7126.94,0.15,28507.76,UPI
515657,10405,2160,2022-01-14,1,9155.12,0.1,9155.12,Card
514533,10536,2107,2022-01-14,2,12509.15,0.0,25018.3,UPI
503746,11200,2022,2022-01-14,3,4556.29,0.0,13668.87,UPI
520992,11017,2138,2022-01-14,4,11614.41,0.1,46457.64,UPI
503028,10699,2160,2022-01-14,2,10172.35,0.0,20344.7,UPI
518922,10741,2080,2022-01-14,4,15283.51,0.0,61134.04,UPI
514031,10494,2155,2022-01-14,4,2422.4,0.0,9689.6,UPI
503852,10483,2126,2022-01-14,4,7914.16,0.05,31656.64,UPI
514546,10755,2150,2022-01-15,2,16749.96,0.0,33499.92,NetBanking
513455,10480,2073,2022-01-15,3,921.46,0.1,2764.38,Card
509676,10652,2150,2022-01-15,4,15912.46,0.05,63649.84,Card
513676,10864,2110,2022-01-15,3,10113.23,0.0,30339.69,UPI
512657,10957,2110,2022-01-15,3,8090.58,0.2,24271.74,UPI
507287,10089,2082,2022-01-15,4,2789.83,0.1,11159.32,NetBanking
512825,10218,2088,2022-01-15,3,16629.63,0.0,49888.89,UPI
504000,10888,2093,2022-01-15,4,11215.42,0.0,44861.68,UPI
523719,11199,2017,2022-01-15,4,9355.53,0.0,37422.12,UPI
513120,10019,2001,2022-01-15,2,3259.1,0.0,6518.2,UPI
505034,10292,2113,2022-01-15,4,8198.77,0.1,32795.08,UPI
500056,10354,2154,2022-01-15,1,18727.35,0.0,18727.35,Card
500743,10158,2122,2022-01-15,3,11668.89,0.0,35006.67,Card
503098,10744,2109,2022-01-15,1,5597.3,0.0,5597.3,NetBanking
505188,10101,2039,2022-01-15,4,6772.02,0.05,27088.08,Card
506290,10412,2131,2022-01-16,1,7888.22,0.05,7888.22,UPI
520667,10838,2063,2022-01-16,3,16714.64,0.05,50143.92,UPI
522676,11056,2010,2022-01-16,1,12462.54,0.0,12462.54,UPI
509540,10847,2150,2022-01-16,1,15912.46,0.05,15912.46,UPI
519912,11096,2116,2022-01-16,2,3862.5,0.15,7725.0,Card
522242,11076,2109,2022-01-16,3,5317.44,0.05,15952.32,UPI
509068,10067,2104,2022-01-16,4,2834.6,0.05,11338.4,NetBanking
500822,10655,2001,2022-01-16,3,3259.1,0.0,9777.3,COD
523114,10609,2112,2022-01-16,1,6244.7,0.1,6244.7,Card
506677,11003,2144,2022-01-16,3,9861.3,0.2,29583.9,NetBanking
512777,10389,2084,2022-01-16,3,6816.34,0.15,20449.02,UPI
507741,10152,2101,2022-01-16,4,2764.41,0.2,11057.64,UPI
505009,10308,2067,2022-01-16,4,8754.19,0.0,35016.76,UPI
503275,10056,2117,2022-01-16,1,9810.73,0.0,9810.73,UPI
506176,10909,2009,2022-01-16,1,612.0,0.15,612.0,UPI
522423,10917,2067,2022-01-16,1,8754.19,0.0,8754.19,UPI
513879,10980,2154,2022-01-16,4,16854.61,0.1,67418.44,UPI
507630,10268,2092,2022-01-16,4,7217.86,0.15,28871.44,Card
518766,10949,2052,2022-01-16,2,10148.28,0.05,20296.56,UPI
516800,10078,2053,2022-01-17,1,4166.88,0.0,4166.88,UPI
523206,10742,2052,2022-01-17,3,10682.4,0.0,32047.2,UPI
502554,11025,2101,2022-01-17,1,3455.51,0.0,3455.51,COD
522992,11075,2044,2022-01-17,2,3074.45,0.1,6148.9,Card
503685,10351,2042,2022-01-17,2,12627.65,0.05,25255.3,UPI
511850,10142,2136,2022-01-17,4,10598.89,0.05,42395.56,Card
501873,10798,2044,2022-01-17,2,3416.06,0.0,6832.12,UPI
510515,10261,2015,2022-01-17,4,11685.12,0.0,46740.48,UPI
506533,11033,2069,2022-01-17,3,10692.77,0.1,32078.31,UPI
504089,10982,2033,2022-01-17,4,14105.02,0.0,56420.08,Card
504643,10123,2114,2022-01-17,3,10164.1,0.0,30492.3,UPI
507567,10217,2145,2022-01-17,2,15700.49,0.05,31400.98,UPI
509997,10516,2013,2022-01-18,4,6409.13,0.0,25636.52,UPI
518715,10714,2093,2022-01-18,1,11215.42,0.0,11215.42,UPI
501322,10832,2085,2022-01-18,4,3992.9,0.2,15971.6,NetBanking
510351,10673,2039,2022-01-18,1,7128.44,0.0,7128.44,UPI
519208,10128,2128,2022-01-18,1,8384.64,0.0,8384.64,UPI
516468,10613,2054,2022-01-18,2,13824.35,0.05,27648.7,UPI
519200,10920,2003,2022-01-18,2,9289.6,0.05,18579.2,UPI
500893,10924,2052,2022-01-18,2,9614.16,0.1,19228.32,Card
504758,10171,2056,2022-01-18,3,5306.53,0.1,15919.59,UPI
516328,11002,2058,2022-01-18,2,9296.25,0.05,18592.5,NetBanking
512771,10911,2107,2022-01-18,1,12509.15,0.0,12509.15,Card
504819,10488,2137,2022-01-18,4,11054.94,0.2,44219.76,UPI
516506,10244,2008,2022-01-18,1,6433.19,0.0,6433.19,UPI
522200,10420,2065,2022-01-18,1,10189.33,0.2,10189.33,UPI
513624,10286,2141,2022-01-18,3,11308.8,0.0,33926.4,Card
511013,10859,2059,2022-01-18,1,12056.9,0.0,12056.9,UPI
508891,11091,2031,2022-01-18,1,236.87,0.0,236.87,Card
521083,10626,2136,2022-01-19,2,11156.73,0.0,22313.46,NetBanking
513948,10030,2071,2022-01-19,2,248.38,0.0,496.76,UPI
518653,10953,2060,2022-01-19,1,8364.89,0.05,8364.89,Card
523517,10812,2006,2022-01-19,2,227.08,0.2,454.16,UPI
523448,11149,2023,2022-01-19,3,5655.36,0.1,16966.08,Card
512264,10091,2083,2022-01-19,4,6393.03,0.0,25572.12,Card
514862,10796,2133,2022-01-19,1,5898.13,0.15,5898.13,UPI
519711,10278,2083,2022-01-19,4,6393.03,0.0,25572.12,UPI
503228,10253,2019,2022-01-19,4,14630.8,0.1,58523.2,UPI
518873,10754,2027,2022-01-19,4,11428.92,0.1,45715.68,UPI
514587,10129,2058,2022-01-19,1,9785.53,0.0,9785.53,UPI
520129,11186,2109,2022-01-19,4,5597.3,0.0,22389.2,Card
508645,10279,2011,2022-01-19,3,10056.35,0.2,30169.05,Card
502164,10768,2097,2022-01-19,2,8824.38,0.2,17648.76,Card
522139,10211,2121,2022-01-19,3,3571.8,0.0,10715.4,UPI
521226,10410,2081,2022-01-19,1,4890.78,0.0,4890.78,Card
516921,11187,2132,2022-01-19,2,12921.19,0.15,25842.38,Card
513278,11180,2043,2022-01-19,2,12288.43,0.2,24576.86,Card
508770,10092,2029,2022-01-19,3,17476.2,0.05,52428.6,UPI
510024,10905,2116,2022-01-19,1,4316.91,0.05,4316.91,UPI
505550,11124,2136,2022-01-19,2,10598.89,0.05,21197.78,Card
520190,10887,2158,2022-01-19,2,13053.76,0.15,26107.52,NetBanking
500050,10015,2141,2022-01-19,2,9612.48,0.15,19224.96,Card
504481,11063,2132,2022-01-20,4,15201.4,0.0,60805.6,NetBanking
506346,10184,2012,2022-01-20,2,1207.14,0.2,2414.28,UPI
520518,10707,2070,2022-01-20,1,608.08,0.0,608.08,NetBanking
510522,11111,2041,2022-01-20,1,4219.11,0.05,4219.11,UPI
516782,11052,2018,2022-01-20,4,4244.77,0.0,16979.08,UPI
516935,10824,2011,2022-01-20,2,12570.44,0.0,25140.88,UPI
514565,11067,2070,2022-01-20,3,608.08,0.0,1824.24,UPI
503472,11162,2079,2022-01-20,2,17701.85,0.0,35403.7,UPI
509678,10541,2133,2022-01-20,3,6938.98,0.0,20816.94,NetBanking
500081,10594,2155,2022-01-20,4,2180.16,0.1,8720.64,Card
509864,10501,2135,2022-01-20,3,19896.98,0.0,59690.94,UPI
511331,10345,2082,2022-01-20,1,2634.84,0.15,2634.84,Card
506722,10342,2136,2022-01-20,4,10041.06,0.1,40164.24,UPI
506120,10881,2010,2022-01-20,3,12462.54,0.0,37387.62,Card
521673,10042,2142,2022-01-20,3,5663.59,0.05,16990.77,Card
506822,10608,2150,2022-01-20,3,15074.96,0.1,45224.88,UPI
519149,10519,2078,2022-01-20,4,3882.91,0.0,15531.64,UPI
512367,10738,2144,2022-01-20,1,11093.96,0.1,11093.96,COD
513791,11101,2064,2022-01-20,1,11364.64,0.1,11364.64,UPI
506527,11166,2117,2022-01-21,4,7848.58,0.2,31394.32,Card
518322,10257,2032,2022-01-21,2,15402.07,0.1,30804.14,UPI
500476,10232,2002,2022-01-21,2,3265.53,0.0,6531.06,Card
518048,10334,2097,2022-01-21,2,9375.9,0.15,18751.8,UPI
512091,10227,2121,2022-01-21,3,2857.44,0.2,8572.32,UPI
518086,11036,2069,2022-01-21,4,9504.69,0.2,38018.76,UPI
500118,10996,2101,2022-01-21,3,3455.51,0.0,10366.53,UPI
517818,10886,2056,2022-01-21,2,5011.72,0.15,10023.44,UPI
501924,10213,2008,2022-01-21,4,5789.87,0.1,23159.48,NetBanking
518632,10786,2075,2022-01-21,3,11721.35,0.05,35164.05,Card
